company,country,sector
Zhejiang Wanma Co. Ltd. A (002276),China,Industrial Electronics Companies
Zhejiang Yonggui Electric Equipment Co. Ltd. (300351),China,Industrial Electronics Companies
Zhen Ding Technology Holding Ltd. (4958),Taiwan,Industrial Electronics Companies
Zhongli Science & Technology Group Co. Ltd. (002309),China,Industrial Electronics Companies
Zhongshan Broad-Ocean Motor Co. Ltd. (002249),China,Industrial Electronics Companies
Zhongyeda Electric Co. Ltd. (002441),China,Industrial Electronics Companies
Zippy Technology Corp. (2420),Taiwan,Industrial Electronics Companies
ZPUE S.A. (PUE),Poland,Industrial Electronics Companies
Kawagishi Bridge Works Co. Ltd. (5921),Japan,Building Materials/Products Companies
KayDav Group Ltd. (KDV),South Africa,Building Materials/Products Companies
KC Metalsheet PCL (KCM),Thailand,Building Materials/Products Companies
KC Metalsheet PCL NVDR (KCM-R),Thailand,Building Materials/Products Companies
KCC Corp. (002380),South Korea,Building Materials/Products Companies
KCP Ltd. (590066),India,Building Materials/Products Companies
Keerthi Industries Ltd. (518011),India,Building Materials/Products Companies
Kensoh Co. Ltd. (7939),Japan,Building Materials/Products Companies
Keramika Indonesia Assosiasi (KIAS),Indonesia,Building Materials/Products Companies
Kesoram Industries Ltd. (502937),India,Building Materials/Products Companies
KFC Ltd. (3420),Japan,Building Materials/Products Companies
Kia Lim Bhd (KIALIM),Malaysia,Building Materials/Products Companies
Kikusui Chemical Industries Co. Ltd. (7953),Japan,Building Materials/Products Companies
Kim Hin Industry Bhd (KIMHIN),Malaysia,Building Materials/Products Companies
Kingspan Group PLC (KGP),United Kingdom,Building Materials/Products Companies
Kingspan Group PLC (KRX),Ireland,Building Materials/Products Companies
Kisan Mouldings Ltd. (530145),India,Building Materials/Products Companies
Kitakei Co. Ltd. (9872),Japan,Building Materials/Products Companies
Klil Industries Ltd. (KLIL),Israel,Building Materials/Products Companies
KLW Holdings Ltd. (504),Singapore,Building Materials/Products Companies
Kokoh Inti Arebama (KOIN),Indonesia,Building Materials/Products Companies
Komatsu Wall Industry Co. Ltd. (7949),Japan,Building Materials/Products Companies
Kondotec Inc. (7438),Japan,Building Materials/Products Companies
Konoshima Chemical Co. Ltd. (4026),Japan,Building Materials/Products Companies
Konya Cimento Sanayii A.S. (KONYA),Turkey,Building Materials/Products Companies
Korea SE Corp. (101670),South Korea,Building Materials/Products Companies
Korporacja Budowlana DOM S.A. (KBD),Poland,Building Materials/Products Companies
KPS Consortium Bhd (KPSCB),Malaysia,Building Materials/Products Companies
KPT Industries Ltd. (1805),Taiwan,Building Materials/Products Companies
Krosaki Harima Corp. (5352),Japan,Building Materials/Products Companies
Kuk Young G&M Co. Ltd. (006050),South Korea,Building Materials/Products Companies
Kulkarni Power Tools Ltd. (505299),India,Building Materials/Products Companies
Kum Kang Kind Co. Ltd. (014280),South Korea,Building Materials/Products Companies
Kum Kang Kind Co. Ltd. Pfd. Series 1 (014285),South Korea,Building Materials/Products Companies
Kunststoffe Industries Ltd. (523594),India,Building Materials/Products Companies
Kuwait Portland Cement Co. KSC (PCEM),Kuwait,Building Materials/Products Companies
KVK Corp. (6484),Japan,Building Materials/Products Companies
Kyung Dong Navien Co. Ltd. (009450),South Korea,Building Materials/Products Companies
L.B. Foster Co. (FSTR),United States,Building Materials/Products Companies
Lafarge Malaysia Bhd (LAFMSIA),Malaysia,Building Materials/Products Companies
LafargeHolcim Ltd. (HCMLF),United States,Building Materials/Products Companies
LafargeHolcim Ltd. (LHN),Switzerland,Building Materials/Products Companies
LafargeHolcim Ltd. (LHN),France,Building Materials/Products Companies
LafargeHolcim Ltd. ADR (HCMLY),United States,Building Materials/Products Companies
LafargeHolcim Ltd. Reg (HLBN),United States,Building Materials/Products Companies
Lanka Cement PLC (LCEMN),Sri Lanka,Building Materials/Products Companies
Lanka Ceramic PLC (CERAN),Sri Lanka,Building Materials/Products Companies
Lanka Tiles PLC (TILEN),Sri Lanka,Building Materials/Products Companies
Lanka Walltiles PLC (LWLN),Sri Lanka,Building Materials/Products Companies
LEEP Inc. (LPPI),United States,Building Materials/Products Companies
Lena Lighting S.A. (LEN),Poland,Building Materials/Products Companies
Lennox International Inc. (LII),United States,Building Materials/Products Companies
Lennox International Inc. (LXI),Germany,Building Materials/Products Companies
Lens Technology Co. Ltd. (300433),China,Building Materials/Products Companies
Leweko Resources Bhd (LEWEKO),Malaysia,Building Materials/Products Companies
Lexicon Building Systems Ltd. (AILFQ),United States,Building Materials/Products Companies
LG Hausys Ltd. (108670),South Korea,Building Materials/Products Companies
LG Hausys Ltd. Pfd. (108675),South Korea,Building Materials/Products Companies
LH Group Ltd. (BKB),Singapore,Building Materials/Products Companies
Libet S.A. (LBT),Poland,Building Materials/Products Companies
Libra Group Ltd. (5TR),Singapore,Building Materials/Products Companies
Lindab International AB (LIAB),Sweden,Building Materials/Products Companies
Lion Chemtech Co. Ltd. (171120),South Korea,Building Materials/Products Companies
Lion Forest Industries Bhd (LIONFIB),Malaysia,Building Materials/Products Companies
LIXIL Group Corp. (5938),Japan,Building Materials/Products Companies
LIXIL Group Corp. ADR (JSGRY),United States,Building Materials/Products Companies
Lonseal Corp. (4224),Japan,Building Materials/Products Companies
Louisiana-Pacific Corp. (LPX),United States,Building Materials/Products Companies
Low & Bonar PLC (LWB),United Kingdom,Building Materials/Products Companies
Lucky Cement Co. (1108),Taiwan,Building Materials/Products Companies
Lucky Cement Ltd. GDR (LKCS),United Kingdom,Building Materials/Products Companies
Luks Group (Vietnam Holdings) Co. Ltd. (0366),Hong Kong,Building Materials/Products Companies
Luks Group (Vietnam Holdings) Co. Ltd. (LKSGF),United States,Building Materials/Products Companies
Luoyang Glass Co. Ltd. (1108),Hong Kong,Building Materials/Products Companies
Luxor Industrial Corp. (LRL),Canada,Building Materials/Products Companies
Luxor Industrial Corp. (LXRRF),United States,Building Materials/Products Companies
Luyang Energy-Saving Materials Co. Ltd. (002088),China,Building Materials/Products Companies
Madhav Marbles & Granites Ltd. (515093),India,Building Materials/Products Companies
Maeda Kosen Co. Ltd. (7821),Japan,Building Materials/Products Companies
Makita Corp. (6586),Japan,Building Materials/Products Companies
Makita Corp. (MK2A),Germany,Building Materials/Products Companies
Makita Corp. ADR (MKTAY),United States,Building Materials/Products Companies
Mangalam Cement Ltd. (502157),India,Building Materials/Products Companies
Mangalam Timber Products Ltd. (516007),India,Building Materials/Products Companies
Manufacturas de Cemento S.A. (TITAN),Colombia,Building Materials/Products Companies
Mardin Cimento Sanayii Ve Ticaret A.S. (MRDIN),Turkey,Building Materials/Products Companies
Marshall Boya ve Vernik Sanayii A.S. (MRSHL),Turkey,Building Materials/Products Companies
Marshalls PLC (MSLH),United Kingdom,Building Materials/Products Companies
Martin Marietta Materials Inc. (MMX),Germany,Building Materials/Products Companies
Martin Marietta Materials Inc. (MLM),United States,Building Materials/Products Companies
Masco Corp. (MSQ),Germany,Building Materials/Products Companies
Masco Corp. (MAS),United States,Building Materials/Products Companies
Masco Corp. (MAS),Mexico,Building Materials/Products Companies
Masisa S.A. (MASISA),Chile,Building Materials/Products Companies
Masonite International Corp. (DOOR),United States,Building Materials/Products Companies
MASTERPLAST Nyrt. (MASTERPLAST),Hungary,Building Materials/Products Companies
Mazor Group Ltd. (MZR),South Africa,Building Materials/Products Companies
Megaron S.A. (MEG),Poland,Building Materials/Products Companies
Megola Inc. (MGON),United States,Building Materials/Products Companies
Melon S.A. (MELON),Chile,Building Materials/Products Companies
Mendelson Infrastructures & Industries Ltd. (MNIN),Israel,Building Materials/Products Companies
Mercor S.A. (MCR),Poland,Building Materials/Products Companies
Mercury Industries Bhd (MERCURY),Malaysia,Building Materials/Products Companies
Mestek Inc. (MCCK),United States,Building Materials/Products Companies
Methven Ltd. (MVN),New Zealand,Building Materials/Products Companies
Metro Performance Glass Ltd. (MPP),Australia,Building Materials/Products Companies
Metro Performance Glass Ltd. (MPG),New Zealand,Building Materials/Products Companies
Metwood Inc. (MTWD),United States,Building Materials/Products Companies
MFO S.A. (MFO),Poland,Building Materials/Products Companies
Michelmersh Brick Holdings PLC (MBH),United Kingdom,Building Materials/Products Companies
Mieco Chipboard Bhd (MIECO),Malaysia,Building Materials/Products Companies
Minaean SP Construction Corp. (MSP),Canada,Building Materials/Products Companies
Minaean SP Construction Corp. (NJAN),Germany,Building Materials/Products Companies
Mitani Corp. (8066),Japan,Building Materials/Products Companies
Mitani Sekisan Co. Ltd. (5273),Japan,Building Materials/Products Companies
ML Global Bhd (MLGLOBAL),Malaysia,Building Materials/Products Companies
Mo-BRUK S.A. (MBR),Poland,Building Materials/Products Companies
Mohawk Industries Inc. (MWK),Germany,Building Materials/Products Companies
Mohawk Industries Inc. (MHK),United States,Building Materials/Products Companies
Mohenz Co. Ltd. (006920),South Korea,Building Materials/Products Companies
Monarch Cement Co. (MCEM),United States,Building Materials/Products Companies
Muehl Product & Service AG (MPS),Germany,Building Materials/Products Companies
Mueller Water Products Inc. (JT5),Germany,Building Materials/Products Companies
Mueller Water Products Inc. (MWA),United States,Building Materials/Products Companies
Mulia Industrindo (MLIA),Indonesia,Building Materials/Products Companies
Multimedia Platforms Inc. (MMPWQ),United States,Building Materials/Products Companies
Multi-Usage Holdings Bhd (MUH),Malaysia,Building Materials/Products Companies
Murudeshwar Ceramics Ltd. (515037),India,Building Materials/Products Companies
MyDx Inc. (MYDX),United States,Building Materials/Products Companies
Najran Cement Co. (3002),Saudi Arabia,Building Materials/Products Companies
Nam Cheong Ltd. (N4E),Singapore,Building Materials/Products Companies
Nam Lee Pressed Metal Industries Ltd. (G0I),Singapore,Building Materials/Products Companies
Nankai Plywood Co. Ltd. (7887),Japan,Building Materials/Products Companies
Nano Labs Corp. (CTLE),United States,Building Materials/Products Companies
Nasu-Denki Tekko Co. Ltd. (5922),Japan,Building Materials/Products Companies
National Gypsum Co. (2090),Saudi Arabia,Building Materials/Products Companies
National Industries Co. K.S.C. (NICBM),Kuwait,Building Materials/Products Companies
Nature & Environment Co. Ltd. (043910),South Korea,Building Materials/Products Companies
Nature Home Holding Co. Ltd. (2083),Hong Kong,Building Materials/Products Companies
Navkar Builders Ltd. (531494),India,Building Materials/Products Companies
NCI Building Systems Inc. (NCS),United States,Building Materials/Products Companies
NCL Industries Ltd. (502168),India,Building Materials/Products Companies
Nederman Holding AB (NMAN),Sweden,Building Materials/Products Companies
Neelkanth Rockminerals Ltd. (531049),India,Building Materials/Products Companies
Neolife S.A. (ALNLF),France,Building Materials/Products Companies
Nepon Inc. (7985),Japan,Building Materials/Products Companies
Netz Group Ltd. (NETZ),Israel,Building Materials/Products Companies
Nibe Industrier AB Series B (NIBEB),Switzerland,Building Materials/Products Companies
Nibe Industrier AB Series B (NJBC),Germany,Building Materials/Products Companies
Nibe Industrier AB Series B (NIBEB),Sweden,Building Materials/Products Companies
China Dongxiang Group Co. Ltd. (4C1),Germany,Retail Companies
China Dongxiang Group Co. Ltd. (3818),Hong Kong,Retail Companies
China Energy Development Holdings Ltd. (0228),Hong Kong,Retail Companies
China Environmental Technology Holdings Ltd. (0646),Hong Kong,Retail Companies
China Financial Services Holdings Ltd. (0605),Hong Kong,Retail Companies
China Grand Automotive Services Co. Ltd. A (600297),China,Retail Companies
China Greenland Rundong Auto Group Ltd. (1365),Hong Kong,Retail Companies
China Harmony New Energy Auto Holding Ltd. (3836),Hong Kong,Retail Companies
China Jo-Jo Drugstores Inc. (CJJD),United States,Retail Companies
China Meheco Co. Ltd. (600056),China,Retail Companies
China MeiDong Auto Holdings Ltd. (1268),Hong Kong,Retail Companies
China Minsheng Financial Holding Corp. Ltd. (0245),Hong Kong,Retail Companies
China Minsheng Financial Holding Corp. Ltd. (HKQ3),Germany,Retail Companies
China National Accord Medicines Corp. B (200028),China,Retail Companies
China National Accord Medicines Corp. Ltd. A (000028),China,Retail Companies
China NT Pharma Group Co. Ltd. (1011),Hong Kong,Retail Companies
China Oil & Gas Group Ltd. (GPI1),Germany,Retail Companies
China Oil & Gas Group Ltd. (0603),Hong Kong,Retail Companies
China Pioneer Pharma Holdings Ltd. (1345),Hong Kong,Retail Companies
China Resources Beer (Holdings) Co. Ltd. (CHK),Germany,Retail Companies
China Resources Beer (Holdings) Co. Ltd. (0291),Hong Kong,Retail Companies
China Resources Beer Holdings Co. Ltd. ADR (CRHKY),United States,Retail Companies
China Shun Ke Long Holdings Ltd. (0974),Hong Kong,Retail Companies
China Yongda Automobiles Services Holdings Ltd. (3669),Hong Kong,Retail Companies
China ZhengTong Auto Services Holdings Ltd. (1728),Hong Kong,Retail Companies
Chiyoda Co. Ltd. (8185),Japan,Retail Companies
CHL S.p.A. (CHL),Italy,Retail Companies
Chongqing Department Store Co. Ltd. A (600729),China,Retail Companies
Choppies Enterprises Ltd. (CHP),South Africa,Retail Companies
Chow Sang Sang Holdings International Ltd. (0116),Hong Kong,Retail Companies
Chow Tai Fook Jewellery Group Ltd. (1929),Hong Kong,Retail Companies
Chow Tai Fook Jewellery Group Ltd. (CJEWF),United States,Retail Companies
Chow Tai Fook Jewellery Group Ltd. ADR (CJEWY),United States,Retail Companies
Christine International Holdings Ltd. (1210),Hong Kong,Retail Companies
Christopher & Banks Corp. (CBK),United States,Retail Companies
Chukyo Iyakuhin Co. Ltd. (4558),Japan,Retail Companies
Citi Trends Inc. (CTRN),United States,Retail Companies
CJ Freshway Corp. (051500),South Korea,Retail Companies
CJ O Shopping Co. Ltd. (035760),South Korea,Retail Companies
Clas Ohlson AB Series B (CLASB),Sweden,Retail Companies
Clean Energy Fuels Corp. (WIQ),Germany,Retail Companies
Clean Energy Fuels Corp. (CLNE),United States,Retail Companies
Clicks Group Ltd. (CLS),South Africa,Retail Companies
Clicks Group Ltd. ADR (CLCGY),United States,Retail Companies
CLS Holdings USA Inc. (CLSH),United States,Retail Companies
Coaster International Co. Ltd. (2936),Taiwan,Retail Companies
Coco Lanka PLC Pfd. (COCOX),Sri Lanka,Retail Companies
cocokara fine Inc. (3098),Japan,Retail Companies
Colabor Group Inc. (COLFF),United States,Retail Companies
Colabor Group Inc. (GCL),Canada,Retail Companies
Colombo City Holdings PLC (PHARN),Sri Lanka,Retail Companies
Colonial Motor Co. Ltd. (CMO),New Zealand,Retail Companies
Com7 PCL (COM7),Thailand,Retail Companies
Com7 PCL NVDR (COM7-R),Thailand,Retail Companies
Combined Motor Holdings Ltd. (CMH),South Africa,Retail Companies
Companhia Brasileira de Distribuicao Grupo Pao de Acucar (PCAR4),Brazil,Retail Companies
Companhia Brasileira de Distribuicao Grupo Pao de Acucar ADR (C1B1),Germany,Retail Companies
Companhia Brasileira de Distribuicao Grupo Pao de Acucar ADR (CBD),United States,Retail Companies
Competent Automobiles Co. Ltd. (531041),India,Retail Companies
Computer Point Ltd. (507833),India,Retail Companies
CONEXIO Corp. (9422),Japan,Retail Companies
Conn's Inc. (CN4),Germany,Retail Companies
Conn's Inc. (CONN),United States,Retail Companies
Container Store Group Inc. (TCS),United States,Retail Companies
Convenience Retail Asia Ltd. (0831),Hong Kong,Retail Companies
Conviviality PLC (CVR),United Kingdom,Retail Companies
Core-Mark Holding Co. Inc. (CORE),United States,Retail Companies
Corporativo Fragua S.A.B. de C.V. Series B (FRAGUAB),Mexico,Retail Companies
COSMOS Pharmaceutical Corp. (3349),Japan,Retail Companies
Costco Wholesale Corp. (CTO),Germany,Retail Companies
Costco Wholesale Corp. (COST),United States,Retail Companies
Costco Wholesale Corp. (COST),Mexico,Retail Companies
Costco Wholesale Corp. BDR (COWC34),Brazil,Retail Companies
Country Group Development PCL (CGD),Thailand,Retail Companies
Country Group Development PCL NVDR (CGD-R),Thailand,Retail Companies
Courts Asia Ltd. (RE2),Singapore,Retail Companies
Cox Co. Ltd. (9876),Japan,Retail Companies
CP ALL PCL (CPALL),Thailand,Retail Companies
CP ALL PCL NVDR (CPALL-R),Thailand,Retail Companies
Crawshaw Group PLC (CRAW),United Kingdom,Retail Companies
Create SD Holdings Co. Ltd. (3148),Japan,Retail Companies
CrossAmerica Partners L.P. (CAPL),United States,Retail Companies
Crown Marketing (CWNM),United States,Retail Companies
Crown Tech Advance PCL (AJD),Thailand,Retail Companies
Crown Tech Advance PCL NVDR (AJD-R),Thailand,Retail Companies
Crymson Co. Ltd. (2776),Japan,Retail Companies
CS Loginet Inc. (2710),Japan,Retail Companies
C'sMEN Co. Ltd. (3083),Japan,Retail Companies
CST Brands Inc. (CST),United States,Retail Companies
Cuisine Solutions Inc. (CUSI),United States,Retail Companies
CVS Bay Area Inc. (2687),Japan,Retail Companies
CVS Health Corp. (CVS),Germany,Retail Companies
CVS Health Corp. (CVS),United States,Retail Companies
CVS Health Corp. (CVS),Mexico,Retail Companies
CVS Health Corp. BDR (CVSH34),Brazil,Retail Companies
Cycle & Carriage Bintang Bhd (CCB),Malaysia,Retail Companies
Daegu Department Store Co. Ltd. (006370),South Korea,Retail Companies
Daesung Group Partners Co. Ltd. (005620),South Korea,Retail Companies
Daesung Industrial Co. Ltd. (128820),South Korea,Retail Companies
Dah Chong Hong Holdings Ltd. (1828),Hong Kong,Retail Companies
Daiichi Co. Ltd. (7643),Japan,Retail Companies
Daiko Denshi Tsushin Ltd. (8023),Japan,Retail Companies
Daikokutenbussan Co. Ltd. (2791),Japan,Retail Companies
Dairy Farm International Holdings Ltd. (DFA1),Germany,Retail Companies
Dairy Farm International Holdings Ltd. (D01),Singapore,Retail Companies
Dairy Farm International Holdings Ltd. (DFILF),United States,Retail Companies
Dairy Farm International Holdings Ltd. ADR (DFIHY),United States,Retail Companies
Dairy Farm International Holdings Ltd. USD (DFIB),United Kingdom,Retail Companies
Daito Gyorui Co. Ltd. (8044),Japan,Retail Companies
Daiwa Co. Ltd. (8247),Japan,Retail Companies
Daiya Tsusho Co. Ltd. (7462),Japan,Retail Companies
Daiyu LIC Holdings Co. Ltd. (3546),Japan,Retail Companies
Dalian Friendship (Group) Co. Ltd. A (000679),China,Retail Companies
Damartex S.A. (ALDAR),France,Retail Companies
Damiani S.p.A. (DMN),Italy,Retail Companies
Dashang Co. Ltd. (600694),China,Retail Companies
DCM Holdings Co. Ltd. (3050),Japan,Retail Companies
Debenhams PLC (D2T),Germany,Retail Companies
Debenhams PLC (DEB),United Kingdom,Retail Companies
Debenhams PLC (DBHSF),United States,Retail Companies
Debenhams PLC ADR (DBHSY),United States,Retail Companies
Deep Blue Marine Inc. (DPBE),United States,Retail Companies
Defactostandard Ltd. (3545),Japan,Retail Companies
DeGem Bhd (DEGEM),Malaysia,Retail Companies
Delecta Ltd. (WMR),Germany,Retail Companies
Delek Automotive Systems Ltd. (DLEA),Israel,Retail Companies
Delek Group Ltd. (DLEKG),Israel,Retail Companies
Delek Group Ltd. ADR (6D4A),Germany,Retail Companies
dELiA*s Inc. (DLIAQ),United States,Retail Companies
Delica Foods Co. Ltd. (3392),Japan,Retail Companies
Delticom AG (DEX),United States,Retail Companies
Destination Maternity Corp. (DEST),United States,Retail Companies
Destination XL Group Inc. (DXLG),United States,Retail Companies
Development Capital Group Inc. (DLPM),United States,Retail Companies
DFS Furniture PLC (DFS),United Kingdom,Retail Companies
DGSE Cos. Inc. (DGSE),United States,Retail Companies
Dick's Sporting Goods Inc. (DSG),Germany,Retail Companies
Dick's Sporting Goods Inc. (DKS),United States,Retail Companies
Dickson Concepts (International) Ltd. (0113),Hong Kong,Retail Companies
Dickson Concepts (International) Ltd. (DCOHF),United States,Retail Companies
Diesel & Motor Engineering PLC (DIMON),Sri Lanka,Retail Companies
D'Ieteren N.V. S.A. (DIE),Belgium,Retail Companies
D'Ieteren N.V. S.A. ADR (SIETY),United States,Retail Companies
Dillard's Capital Trust I 7.5% Pfd. (DDT),United States,Retail Companies
Dillard's Inc. (DDS),United States,Retail Companies
Dimed S/A Ord (PNVL3),Brazil,Retail Companies
Dimed S/A Pref (PNVL4),Brazil,Retail Companies
Diplomat Pharmacy Inc. (DPLO),United States,Retail Companies
DistIT AB (DIST),Sweden,Retail Companies
Distribuidora Internacional de Alimentacion S.A. (DIA),Spain,Retail Companies
Shore Community Bank (SHRC),United States,Banking/Credit Companies
SI Financial Group Inc. (SIFI),United States,Banking/Credit Companies
Siam Commercial Bank PCL (SCB),Thailand,Banking/Credit Companies
Siam Commercial Bank PCL ADR (SMUUY),United States,Banking/Credit Companies
Siam Commercial Bank PCL Fgn (SIPF),Germany,Banking/Credit Companies
Siam Commercial Bank PCL NVDR (SCB-R),Thailand,Banking/Credit Companies
Siam Commercial Bank PCL Pfd. (SCB-P),Thailand,Banking/Credit Companies
Siam Commercial Bank PCL Pfd. NVDR (SCB-P-R),Thailand,Banking/Credit Companies
Siauliu Bankas AB (SAB1L),Lithuania,Banking/Credit Companies
Sierra Bancorp (BSRR),United States,Banking/Credit Companies
Signature Bank (SBNY),United States,Banking/Credit Companies
Simmons First National Corp. Cl A (SFNC),United States,Banking/Credit Companies
SinoPac Financial Holdings Co. Ltd. (2890),Taiwan,Banking/Credit Companies
Skandiabanken ASA (SKBN),Norway,Banking/Credit Companies
Skandiabanken ASA (7SB),Germany,Banking/Credit Companies
Skandinaviska Enskilda Banken AB ADR (SKVKY),United States,Banking/Credit Companies
Skandinaviska Enskilda Banken AB Series A (SEBA),Germany,Banking/Credit Companies
Skandinaviska Enskilda Banken AB Series A (SEBA),Sweden,Banking/Credit Companies
Skandinaviska Enskilda Banken AB Series C (SEBC),Germany,Banking/Credit Companies
Skandinaviska Enskilda Banken AB Series C (SEBC),Sweden,Banking/Credit Companies
Skipton Building Society 12.875% PIBS (SKIP),United Kingdom,Banking/Credit Companies
Skipton Building Society 6.875% PIBS GBP (SBSB),United Kingdom,Banking/Credit Companies
Skipton Building Society 8.5% PIBS (SBSA),United Kingdom,Banking/Credit Companies
Skjern Bank A/S (SKJE),Denmark,Banking/Credit Companies
Skue Sparebank (SKUE),Norway,Banking/Credit Companies
SmartFinancial Inc. (SMBK),United States,Banking/Credit Companies
SMB Leasing PLC (SEMBN),Sri Lanka,Banking/Credit Companies
SMB Leasing PLC (SEMBX),Sri Lanka,Banking/Credit Companies
Sociedad Matriz del Banco de Chile S.A. Series A (SM-CHILEA),Chile,Banking/Credit Companies
Sociedad Matriz del Banco de Chile S.A. Series B (SM-CHILEB),Chile,Banking/Credit Companies
Sociedad Matriz del Banco de Chile S.A. Series D (SM-CHILED),Chile,Banking/Credit Companies
Sociedad Matriz del Banco de Chile S.A. Series E (SM-CHILEE),Chile,Banking/Credit Companies
Societe Generale (SCGLF),United States,Banking/Credit Companies
Societe Generale (France) ADR (SCGLY),United States,Banking/Credit Companies
Societe Generale S.A. (GLE),France,Banking/Credit Companies
Societe Generale S.A. (SGE),United States,Banking/Credit Companies
Societe Generale S.A. (GLE),Italy,Banking/Credit Companies
Solvay Bank (SOBS),United States,Banking/Credit Companies
Som Datt Finance Corp. Ltd. (511571),India,Banking/Credit Companies
Sound Financial Bancorp Inc. (SFBC),United States,Banking/Credit Companies
South Indian Bank Ltd. (532218),India,Banking/Credit Companies
South State Corp. (SSB),United States,Banking/Credit Companies
SouthCrest Financial Group Inc. (SCSG),United States,Banking/Credit Companies
Southeastern Bank Financial Corp. (SBFC),United States,Banking/Credit Companies
Southeastern Banking Corp. (SEBC),United States,Banking/Credit Companies
Southern Banc Inc. (SRNN),United States,Banking/Credit Companies
Southern BancShares Inc. (SBNC),United States,Banking/Credit Companies
Southern First Bancshares Inc. (SFST),United States,Banking/Credit Companies
Southern Michigan Bancorp (SOMC),United States,Banking/Credit Companies
Southern Missouri Bancorp Inc. (SMBC),United States,Banking/Credit Companies
Southern National Bancorp of Virginia Inc. (SONA),United States,Banking/Credit Companies
SouthFirst Bancshares Inc. (SZBI),United States,Banking/Credit Companies
Southside Bancshares Inc. (SBSI),United States,Banking/Credit Companies
Southwest Bancorp Inc. (OKSB),United States,Banking/Credit Companies
Southwest Georgia Financial Corp. (SGB),United States,Banking/Credit Companies
Spar Nord Bank A/S (SPNO),Denmark,Banking/Credit Companies
SpareBank 1 BV (SBVG),Norway,Banking/Credit Companies
SpareBank 1 Nord-Norge (NONG),Norway,Banking/Credit Companies
SpareBank 1 Notteroy-Tonsberg (NTSG),Norway,Banking/Credit Companies
Sparebank 1 Ostfold Akershus (SOAG),Norway,Banking/Credit Companies
Sparebank 1 Ringerike Hadeland (RING),Norway,Banking/Credit Companies
SpareBank 1 SMN (SJI),Germany,Banking/Credit Companies
SpareBank 1 SMN (SRMGF),United States,Banking/Credit Companies
SpareBank 1 SMN (MING),Norway,Banking/Credit Companies
SpareBank 1 SR-Bank ASA (SRBANK),Norway,Banking/Credit Companies
SpareBank 1 SR-Bank ASA (B4M1),Germany,Banking/Credit Companies
SpareBank 1 SR-Bank ASA (SBRKF),United States,Banking/Credit Companies
Sparebanken More (MORG),Norway,Banking/Credit Companies
Sparebanken Ost ASA (SPOG),Norway,Banking/Credit Companies
Sparebanken Sor ASA (SOR),Norway,Banking/Credit Companies
Sparebanken Vest (SVEG),Norway,Banking/Credit Companies
Sparekassen Sjaelland-Fyn A/S (SPKSJF),Denmark,Banking/Credit Companies
St. Galler Kantonalbank AG (SGKN),Switzerland,Banking/Credit Companies
St. Petersburg Bank (BSPB),Russia,Banking/Credit Companies
Standard Bank Group Ltd. (SBK),South Africa,Banking/Credit Companies
Standard Bank Group Ltd. 6.5% Pfd. (SBKP),South Africa,Banking/Credit Companies
Standard Bank Group Ltd. ADR (SGBLY),United States,Banking/Credit Companies
Standard Bank Group Ltd. Non-Redeem. Pfd. (SBPP),South Africa,Banking/Credit Companies
Standard Chartered PLC (STD),Germany,Banking/Credit Companies
Standard Chartered PLC (2888),Hong Kong,Banking/Credit Companies
Standard Chartered PLC (SCBFF),United States,Banking/Credit Companies
Standard Chartered PLC (STAN),United Kingdom,Banking/Credit Companies
Standard Chartered PLC 7.375% Non Cum. Irr. Pfd. (STAB),United Kingdom,Banking/Credit Companies
Standard Chartered PLC 8.25% Non-Cum. IRR Pfd. (STAC),United Kingdom,Banking/Credit Companies
Standard Chartered PLC IDR (580001),India,Banking/Credit Companies
Standard Financial Corp. (STND),United States,Banking/Credit Companies
State Bank Corp. (SBAZ),United States,Banking/Credit Companies
State Bank Financial Corp. (STBZ),United States,Banking/Credit Companies
State Bank of Bikaner & Jaipur (501061),India,Banking/Credit Companies
State Bank of India (500112),India,Banking/Credit Companies
State Bank of India GDR (SID),Germany,Banking/Credit Companies
State Bank of India GDR (SBID),United Kingdom,Banking/Credit Companies
State Bank of Mysore (532200),India,Banking/Credit Companies
State Bank of Travancore (532191),India,Banking/Credit Companies
Sterling Bancorp (STL),United States,Banking/Credit Companies
Stewardship Financial Corp. (SSFN),United States,Banking/Credit Companies
Stock Yards Bancorp Inc. (SYBT),United States,Banking/Credit Companies
Stonegate Bank (SGBK),United States,Banking/Credit Companies
Strategem Capital Corp. (SGE),Canada,Banking/Credit Companies
Structured Products Corp. 8.0% CorTS for PECO Energy Capital Trust III (KTH),United States,Banking/Credit Companies
Structured Products Corp. 8.20% CorTS for Provident Financing Trust I (KCC),United States,Banking/Credit Companies
Structured Products Corp. 8.205% Credit-Enhanced CorTS (KTN),United States,Banking/Credit Companies
Structured Products Corp. CorTS Certificial JC Penney Inc. 7 5/8% Deb. 2097 (KTP),United States,Banking/Credit Companies
Sturgis Bancorp Inc. (STBI),United States,Banking/Credit Companies
Suffolk Bancorp (SCNB),United States,Banking/Credit Companies
Sugar Creek Financial Corp. (SUGR),United States,Banking/Credit Companies
Sumitomo Mitsui Financial Group Inc. (XMF),Germany,Banking/Credit Companies
Sumitomo Mitsui Financial Group Inc. (8316),Japan,Banking/Credit Companies
Sumitomo Mitsui Financial Group Inc. (SMFNF),United States,Banking/Credit Companies
Sumitomo Mitsui Financial Group Inc. ADR (SMFG),United States,Banking/Credit Companies
